Core name,Latitude(decimal degrees),Longitude (decimal degrees),Water depth (m),Depth in core (m),"Age (ka), QUEST age model",Planktonic and/or benthic species,d18O (benthic),d13C (benthic)
ODP980,55.485,-14.71527778,2168,15.68,118.0222717,C. wuellerstorfi,2.96,0.86
ODP980,55.485,-14.71527778,2168,15.72,118.2895323,C. wuellerstorfi,2.89,0.66
ODP980,55.485,-14.71527778,2168,15.79,118.7572383,C. wuellerstorfi,2.79,0.2
ODP980,55.485,-14.71527778,2168,15.94,119.7594655,C. wuellerstorfi,2.65,1.04
ODP980,55.485,-14.71527778,2168,16.09,120.7616927,C. wuellerstorfi,2.7,0.86
ODP980,55.485,-14.71527778,2168,16.24,121.7639198,C. wuellerstorfi,2.69,0.64
ODP980,55.485,-14.71527778,2168,16.39,122.766147,C. wuellerstorfi,2.71,0.64
ODP980,55.485,-14.71527778,2168,16.68,124.7037862,C. wuellerstorfi,,
ODP980,55.485,-14.71527778,2168,16.88,126.0400891,C. wuellerstorfi,2.72,0.73
ODP980,55.485,-14.71527778,2168,16.99,126.7750557,C. wuellerstorfi,2.62,0.69
ODP980,55.485,-14.71527778,2168,17.14,127.7772829,C. wuellerstorfi,2.51,0.72
ODP980,55.485,-14.71527778,2168,17.29,128.77951,C. wuellerstorfi,2.62,0.45
ODP980,55.485,-14.71527778,2168,17.44,129.7817372,C. wuellerstorfi,2.56,0.59
ODP980,55.485,-14.71527778,2168,17.59,130.7839644,C. wuellerstorfi,2.65,0.94
ODP980,55.485,-14.71527778,2168,17.74,131.7861915,C. wuellerstorfi,2.49,0.82
ODP980,55.485,-14.71527778,2168,17.82,132.3207127,C. wuellerstorfi,2.47,0.58
ODP980,55.485,-14.71527778,2168,17.9,132.8552339,C. wuellerstorfi,2.54,0.91
ODP980,55.485,-14.71527778,2168,17.96,133.2561247,C. wuellerstorfi,2.51,0.88
ODP980,55.485,-14.71527778,2168,18.03,133.7238307,C. wuellerstorfi,2.51,0.59
ODP980,55.485,-14.71527778,2168,18.1,134.1915367,C. wuellerstorfi,2.44,0.7
ODP980,55.485,-14.71527778,2168,18.18,134.7260579,C. wuellerstorfi,,
ODP980,55.485,-14.71527778,2168,18.25,135.1937639,C. wuellerstorfi,2.48,0.18
ODP980,55.485,-14.71527778,2168,18.32,135.6614699,C. wuellerstorfi,2.58,0.32
ODP980,55.485,-14.71527778,2168,18.4,136.1959911,C. wuellerstorfi,3.49,0.34
ODP980,55.485,-14.71527778,2168,18.47,136.6636971,C. wuellerstorfi,3.98,0.56
ODP980,55.485,-14.71527778,2168,18.54,137.1314031,C. wuellerstorfi,3.88,0.44
ODP980,55.485,-14.71527778,2168,18.61,137.5991091,C. wuellerstorfi,4.31,0.79
ODP980,55.485,-14.71527778,2168,18.67,138,C. wuellerstorfi,4.2,0.93
ODP980,55.485,-14.71527778,2168,18.74,138.3957597,C. wuellerstorfi,4.28,0.57
ODP980,55.485,-14.71527778,2168,18.81,138.7915194,C. wuellerstorfi,4.54,0.39
ODP980,55.485,-14.71527778,2168,18.88,139.1872792,C. wuellerstorfi,4.51,0.64
ODP980,55.485,-14.71527778,2168,18.95,139.5830389,C. wuellerstorfi,4.55,0.32
ODP980,55.485,-14.71527778,2168,19.22,141.1095406,C. wuellerstorfi,4.57,-0.08
ODP980,55.485,-14.71527778,2168,19.46,142.4664311,C. wuellerstorfi,4.47,0.52
ODP980,55.485,-14.71527778,2168,19.6,143.2579505,C. wuellerstorfi,4.34,0.6
ODP980,55.485,-14.71527778,2168,19.75,144.1060071,C. wuellerstorfi,4.34,0.27
ODP980,55.485,-14.71527778,2168,19.88,144.8409894,C. wuellerstorfi,4.53,0.8
ODP980,55.485,-14.71527778,2168,19.9,144.9540636,C. wuellerstorfi,4.68,0.36
ODP980,55.485,-14.71527778,2168,20.11,146.1413428,C. wuellerstorfi,4.62,0.19
ODP980,55.485,-14.71527778,2168,20.31,147.2720848,C. wuellerstorfi,4.71,0.14
ODP980,55.485,-14.71527778,2168,20.51,148.4028269,C. wuellerstorfi,4.58,0.5
ODP980,55.485,-14.71527778,2168,20.72,149.590106,C. wuellerstorfi,4.42,0.52
ODP980,55.485,-14.71527778,2168,20.9,150.6077739,C. wuellerstorfi,4.6,0.64
ODP980,55.485,-14.71527778,2168,21.1,151.7385159,C. wuellerstorfi,4.61,0.44
ODP980,55.485,-14.71527778,2168,21.25,152.5865724,C. wuellerstorfi,4.35,0.84
ODP980,55.485,-14.71527778,2168,21.38,153.3215548,C. wuellerstorfi,4.37,0.72
ODP980,55.485,-14.71527778,2168,21.4,153.434629,C. wuellerstorfi,4.46,0.82
ODP980,55.485,-14.71527778,2168,21.5,154,C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,0.01,6.51,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,0.025,7.27,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,0.055,8.79,G. inflata; C. wuellerstorfi,1.77,0.97
GIK15627-3,29.1667,-12.0867,1024,0.075,9.8,G. inflata; C. wuellerstorfi,1.75,0.7
GIK15627-3,29.1667,-12.0867,1024,0.11,12.78,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,0.145,15.75,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,0.175,18.3,G. inflata; C. wuellerstorfi,3.66,1.51
GIK15627-3,29.1667,-12.0867,1024,0.19,18.64,G. inflata; C. wuellerstorfi,3.67,1.38
GIK15627-3,29.1667,-12.0867,1024,0.225,19.44,G. inflata; C. wuellerstorfi,3.51,1.34
GIK15627-3,29.1667,-12.0867,1024,0.245,19.9,G. inflata; C. wuellerstorfi,3.75,1.19
GIK15627-3,29.1667,-12.0867,1024,0.265,20.36,G. inflata; C. wuellerstorfi,3.38,1.35
GIK15627-3,29.1667,-12.0867,1024,0.31,21.39,G. inflata; C. wuellerstorfi,3.53,1.35
GIK15627-3,29.1667,-12.0867,1024,0.375,22.87,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,0.41,23.67,G. inflata; C. wuellerstorfi,3.56,1.47
GIK15627-3,29.1667,-12.0867,1024,0.445,24.47,G. inflata; C. wuellerstorfi,3.48,1.38
GIK15627-3,29.1667,-12.0867,1024,0.475,25.16,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,0.51,25.96,G. inflata; C. wuellerstorfi,3.31,1.41
GIK15627-3,29.1667,-12.0867,1024,0.545,26.76,G. inflata; C. wuellerstorfi,3.36,1.33
GIK15627-3,29.1667,-12.0867,1024,0.565,27.21,G. inflata; C. wuellerstorfi,3.2,1.24
GIK15627-3,29.1667,-12.0867,1024,0.585,27.67,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,0.61,28.24,G. inflata; C. wuellerstorfi,3.54,1.42
GIK15627-3,29.1667,-12.0867,1024,0.645,29.04,G. inflata; C. wuellerstorfi,3.07,1.39
GIK15627-3,29.1667,-12.0867,1024,0.665,29.5,G. inflata; C. wuellerstorfi,2.93,1.11
GIK15627-3,29.1667,-12.0867,1024,0.71,31.64,G. inflata; C. wuellerstorfi,3.23,1.38
GIK15627-3,29.1667,-12.0867,1024,0.755,33.79,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,0.79,35.45,G. inflata; C. wuellerstorfi,3.23,1.39
GIK15627-3,29.1667,-12.0867,1024,0.825,37.12,G. inflata; C. wuellerstorfi,3.27,1.28
GIK15627-3,29.1667,-12.0867,1024,0.845,38.07,G. inflata; C. wuellerstorfi,3.1,1.27
GIK15627-3,29.1667,-12.0867,1024,0.89,40.21,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,0.955,43.31,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,0.975,44.26,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.01,45.93,G. inflata; C. wuellerstorfi,3.01,1.2
GIK15627-3,29.1667,-12.0867,1024,1.075,49.02,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.11,50.69,G. inflata; C. wuellerstorfi,2.9,1.12
GIK15627-3,29.1667,-12.0867,1024,1.125,51.4,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.175,53.78,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.21,55.45,G. inflata; C. wuellerstorfi,2.94,1.06
GIK15627-3,29.1667,-12.0867,1024,1.275,58.85,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.31,60.67,G. inflata; C. wuellerstorfi,3.26,1.34
GIK15627-3,29.1667,-12.0867,1024,1.375,64.07,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.39,64.85,G. inflata; C. wuellerstorfi,3.24,1.25
GIK15627-3,29.1667,-12.0867,1024,1.425,66.68,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.475,69.29,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.51,71.12,G. inflata; C. wuellerstorfi,3.23,1.28
GIK15627-3,29.1667,-12.0867,1024,1.575,72.88,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.61,73.83,G. inflata; C. wuellerstorfi,2.75,1.15
GIK15627-3,29.1667,-12.0867,1024,1.675,75.59,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.71,76.54,G. inflata; C. wuellerstorfi,2.4,1.34
GIK15627-3,29.1667,-12.0867,1024,1.775,78.3,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.81,79.25,G. inflata; C. wuellerstorfi,2.22,1.16
GIK15627-3,29.1667,-12.0867,1024,1.875,81.86,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,1.91,83.27,G. inflata; C. wuellerstorfi,3.16,1.34
GIK15627-3,29.1667,-12.0867,1024,1.99,86.48,G. inflata; C. wuellerstorfi,2.59,1.27
GIK15627-3,29.1667,-12.0867,1024,2.03,88.09,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.075,89.9,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.11,91.31,G. inflata; C. wuellerstorfi,2.56,1.31
GIK15627-3,29.1667,-12.0867,1024,2.175,93.92,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.21,95.33,G. inflata; C. wuellerstorfi,2.45,1.29
GIK15627-3,29.1667,-12.0867,1024,2.275,97.94,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.31,99.35,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.39,102.56,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.41,103.37,G. inflata; C. wuellerstorfi,2.78,1.16
GIK15627-3,29.1667,-12.0867,1024,2.49,106.58,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.51,107.38,G. inflata; C. wuellerstorfi,2.87,1.32
GIK15627-3,29.1667,-12.0867,1024,2.575,110,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.61,111.4,G. inflata; C. wuellerstorfi,2.37,1.1
GIK15627-3,29.1667,-12.0867,1024,2.675,114.02,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.71,115.42,G. inflata; C. wuellerstorfi,2.5,1.05
GIK15627-3,29.1667,-12.0867,1024,2.775,118.04,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.81,119.44,G. inflata; C. wuellerstorfi,1.93,1.02
GIK15627-3,29.1667,-12.0867,1024,2.875,122.05,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.91,123.46,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.925,124.06,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,2.975,126.07,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.01,127.48,G. inflata; C. wuellerstorfi,2.05,0.67
GIK15627-3,29.1667,-12.0867,1024,3.05,129.09,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.075,130.09,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.11,131.5,G. inflata; C. wuellerstorfi,1.94,0.21
GIK15627-3,29.1667,-12.0867,1024,3.175,134,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.21,135.34,G. inflata; C. wuellerstorfi,3.68,1.14
GIK15627-3,29.1667,-12.0867,1024,3.28,136.57,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.31,137.09,G. inflata; C. wuellerstorfi,3.55,1.14
GIK15627-3,29.1667,-12.0867,1024,3.375,138.23,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.41,138.84,G. inflata; C. wuellerstorfi,3.32,1.13
GIK15627-3,29.1667,-12.0867,1024,3.43,139.19,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.475,139.98,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.51,140.59,G. inflata; C. wuellerstorfi,3.52,1.05
GIK15627-3,29.1667,-12.0867,1024,3.575,141.73,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.61,142.34,G. inflata; C. wuellerstorfi,3.46,1.13
GIK15627-3,29.1667,-12.0867,1024,3.64,142.86,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.675,143.48,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.71,144.09,G. inflata; C. wuellerstorfi,3.38,1.04
GIK15627-3,29.1667,-12.0867,1024,3.775,145.23,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.81,145.84,G. inflata; C. wuellerstorfi,3.44,0.9
GIK15627-3,29.1667,-12.0867,1024,3.875,146.98,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,3.91,147.59,G. inflata; C. wuellerstorfi,3.17,0.99
GIK15627-3,29.1667,-12.0867,1024,3.975,148.73,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.025,149.65,G. inflata; C. wuellerstorfi,3.66,0.98
GIK15627-3,29.1667,-12.0867,1024,4.075,150.7,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.11,151.43,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.175,152.79,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.21,153.52,G. inflata; C. wuellerstorfi,3.35,1.28
GIK15627-3,29.1667,-12.0867,1024,4.275,154.88,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.31,155.61,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.335,156.13,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.375,156.97,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.41,157.7,G. inflata; C. wuellerstorfi,3.28,0.97
GIK15627-3,29.1667,-12.0867,1024,4.475,159.06,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.51,159.79,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.575,161.15,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.625,162.2,G. inflata; C. wuellerstorfi,3.15,0.85
GIK15627-3,29.1667,-12.0867,1024,4.675,163.24,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.71,163.97,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.775,165.33,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.81,166.06,G. inflata; C. wuellerstorfi,3.66,1.36
GIK15627-3,29.1667,-12.0867,1024,4.875,167.42,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.91,168.15,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,4.975,169.51,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.01,170.24,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.03,170.66,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.075,171.6,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.11,172.33,G. inflata; C. wuellerstorfi,3.07,0.83
GIK15627-3,29.1667,-12.0867,1024,5.175,173.69,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.225,174.74,G. inflata; C. wuellerstorfi,3.34,0.96
GIK15627-3,29.1667,-12.0867,1024,5.275,175.78,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.31,176.51,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.375,177.87,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.425,178.92,G. inflata; C. wuellerstorfi,3.38,0.96
GIK15627-3,29.1667,-12.0867,1024,5.475,179.96,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.525,181.01,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.575,182.05,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.625,183.1,G. inflata; C. wuellerstorfi,3.22,0.97
GIK15627-3,29.1667,-12.0867,1024,5.675,184.14,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.725,185.19,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.775,187.01,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.825,188.82,G. inflata; C. wuellerstorfi,3.03,0.97
GIK15627-3,29.1667,-12.0867,1024,5.875,190.64,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.91,191.91,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.94,193,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,5.975,194.27,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,6.025,196.09,G. inflata; C. wuellerstorfi,2.33,1.09
GIK15627-3,29.1667,-12.0867,1024,6.075,197.91,G. inflata; C. wuellerstorfi,,
GIK15627-3,29.1667,-12.0867,1024,6.125,199.72,G. inflata; C. wuellerstorfi,,
ODP982,57.50083333,-15.88194444,1145,0.02,0,G. bulloides (C); Cib. spp.,2.24,1.01
ODP982,57.50083333,-15.88194444,1145,0.07,1.2,G. bulloides (C); Cib. spp.,2.27,0.79
ODP982,57.50083333,-15.88194444,1145,0.12,2.4,G. bulloides (C); Cib. spp.,2.27,1
ODP982,57.50083333,-15.88194444,1145,0.17,3.6,G. bulloides (C); Cib. spp.,2.27,1
ODP982,57.50083333,-15.88194444,1145,0.22,4.8,G. bulloides (C); Cib. spp.,2.2,1.08
ODP982,57.50083333,-15.88194444,1145,0.27,6,G. bulloides (C); Cib. spp.,2.22,1.07
ODP982,57.50083333,-15.88194444,1145,0.32,7.2,G. bulloides (C); Cib. spp.,2.19,0.94
ODP982,57.50083333,-15.88194444,1145,0.37,8.4,G. bulloides (C); Cib. spp.,2.27,0.79
ODP982,57.50083333,-15.88194444,1145,0.42,9.6,G. bulloides (C); Cib. spp.,2.26,0.97
ODP982,57.50083333,-15.88194444,1145,0.47,10.8,G. bulloides (C); Cib. spp.,2.19,1
ODP982,57.50083333,-15.88194444,1145,0.52,12,G. bulloides (C); Cib. spp.,2.39,0.96
ODP982,57.50083333,-15.88194444,1145,0.57,13.2,G. bulloides (C); Cib. spp.,2.11,0.52
ODP982,57.50083333,-15.88194444,1145,0.62,14.4,G. bulloides (C); Cib. spp.,3.28,1.21
ODP982,57.50083333,-15.88194444,1145,0.67,15.6,G. bulloides (C); Cib. spp.,2.78,0.62
ODP982,57.50083333,-15.88194444,1145,0.72,16.8,G. bulloides (C); Cib. spp.,3.82,1.35
ODP982,57.50083333,-15.88194444,1145,0.77,18,G. bulloides (C); Cib. spp.,3.83,1.43
ODP982,57.50083333,-15.88194444,1145,0.82,20.2,G. bulloides (C); Cib. spp.,3.9,1.44
ODP982,57.50083333,-15.88194444,1145,0.87,22.4,G. bulloides (C); Cib. spp.,3.76,1.33
ODP982,57.50083333,-15.88194444,1145,0.92,24.6,G. bulloides (C); Cib. spp.,3.74,1.26
ODP982,57.50083333,-15.88194444,1145,0.97,26.8,G. bulloides (C); Cib. spp.,2.35,1.07
ODP982,57.50083333,-15.88194444,1145,1.02,29,G. bulloides (C); Cib. spp.,3.59,1.44
ODP982,57.50083333,-15.88194444,1145,1.07,31.2,G. bulloides (C); Cib. spp.,3.58,1.22
ODP982,57.50083333,-15.88194444,1145,1.12,33.4,G. bulloides (C); Cib. spp.,3.54,1.29
ODP982,57.50083333,-15.88194444,1145,1.17,35.6,G. bulloides (C); Cib. spp.,3.49,1.08
ODP982,57.50083333,-15.88194444,1145,1.22,37.8,G. bulloides (C); Cib. spp.,3.47,1.12
ODP982,57.50083333,-15.88194444,1145,1.27,40,G. bulloides (C); Cib. spp.,3.32,1.12
ODP982,57.50083333,-15.88194444,1145,1.32,42.2,G. bulloides (C); Cib. spp.,3.22,1.39
ODP982,57.50083333,-15.88194444,1145,1.37,44.4,G. bulloides (C); Cib. spp.,3.51,1.26
ODP982,57.50083333,-15.88194444,1145,1.42,46.6,G. bulloides (C); Cib. spp.,3.6,1.29
ODP982,57.50083333,-15.88194444,1145,1.47,48.8,G. bulloides (C); Cib. spp.,3.67,1.38
ODP982,57.50083333,-15.88194444,1145,1.52,51,G. bulloides (C); Cib. spp.,3.35,1.16
ODP982,57.50083333,-15.88194444,1145,1.57,53.2,G. bulloides (C); Cib. spp.,3.48,1.11
ODP982,57.50083333,-15.88194444,1145,1.62,55.4,G. bulloides (C); Cib. spp.,3.49,1.16
ODP982,57.50083333,-15.88194444,1145,1.67,57.6,G. bulloides (C); Cib. spp.,3.29,0.86
ODP982,57.50083333,-15.88194444,1145,1.72,59.8,G. bulloides (C); Cib. spp.,3.83,1.32
ODP982,57.50083333,-15.88194444,1145,1.77,62,G. bulloides (C); Cib. spp.,4.28,1.41
ODP982,57.50083333,-15.88194444,1145,1.82,65.57142857,G. bulloides (C); Cib. spp.,3.93,1.45
ODP982,57.50083333,-15.88194444,1145,1.87,69.14285714,G. bulloides (C); Cib. spp.,3.7,1.41
ODP982,57.50083333,-15.88194444,1145,1.92,72.71428571,G. bulloides (C); Cib. spp.,3.33,1.25
ODP982,57.50083333,-15.88194444,1145,1.97,76.28571429,G. bulloides (C); Cib. spp.,3.33,1.21
ODP982,57.50083333,-15.88194444,1145,2.02,79.85714286,G. bulloides (C); Cib. spp.,3.57,1.19
ODP982,57.50083333,-15.88194444,1145,2.07,83.42857143,G. bulloides (C); Cib. spp.,3.39,1.09
ODP982,57.50083333,-15.88194444,1145,2.12,87,G. bulloides (C); Cib. spp.,3.55,1.56
ODP982,57.50083333,-15.88194444,1145,2.17,89.1,G. bulloides (C); Cib. spp.,3.09,1.24
ODP982,57.50083333,-15.88194444,1145,2.22,91.2,G. bulloides (C); Cib. spp.,3.07,1.08
ODP982,57.50083333,-15.88194444,1145,2.27,93.3,G. bulloides (C); Cib. spp.,3.06,1.05
ODP982,57.50083333,-15.88194444,1145,2.32,95.4,G. bulloides (C); Cib. spp.,2.99,0.64
ODP982,57.50083333,-15.88194444,1145,2.37,97.5,G. bulloides (C); Cib. spp.,2.92,0.83
ODP982,57.50083333,-15.88194444,1145,2.42,99.6,G. bulloides (C); Cib. spp., , 
ODP982,57.50083333,-15.88194444,1145,2.47,101.7,G. bulloides (C); Cib. spp.,2.67,1
ODP982,57.50083333,-15.88194444,1145,2.52,103.8,G. bulloides (C); Cib. spp.,1.98,0.68
ODP982,57.50083333,-15.88194444,1145,2.57,105.9,G. bulloides (C); Cib. spp., , 
ODP982,57.50083333,-15.88194444,1145,2.62,108,G. bulloides (C); Cib. spp.,3.15,1.15
ODP982,57.50083333,-15.88194444,1145,2.67,110.9,G. bulloides (C); Cib. spp., , 
ODP982,57.50083333,-15.88194444,1145,2.72,113.8,G. bulloides (C); Cib. spp.,2.23,0.49
ODP982,57.50083333,-15.88194444,1145,2.77,116.7,G. bulloides (C); Cib. spp.,2.22,0.3
ODP982,57.50083333,-15.88194444,1145,2.82,119.6,G. bulloides (C); Cib. spp.,2.64,0.38
ODP982,57.50083333,-15.88194444,1145,2.87,122.5,G. bulloides (C); Cib. spp.,2.48,0.32
ODP982,57.50083333,-15.88194444,1145,2.92,125.4,G. bulloides (C); Cib. spp.,2.09,0.22
ODP982,57.50083333,-15.88194444,1145,2.97,128.3,G. bulloides (C); Cib. spp.,3.02,0.81
ODP982,57.50083333,-15.88194444,1145,3.02,131.2,G. bulloides (C); Cib. spp.,3.44,1.07
ODP982,57.50083333,-15.88194444,1145,3.07,134.1,G. bulloides (C); Cib. spp., , 
ODP982,57.50083333,-15.88194444,1145,3.12,137,G. bulloides (C); Cib. spp.,3.98,1.14
ODP982,57.50083333,-15.88194444,1145,3.17,140.5244444,G. bulloides (C); Cib. spp.,3.71,0.67
ODP982,57.50083333,-15.88194444,1145,3.22,144.0488889,G. bulloides (C); Cib. spp.,3.91,1.16
ODP982,57.50083333,-15.88194444,1145,3.27,147.5733333,G. bulloides (C); Cib. spp.,3.67,0.92
ODP982,57.50083333,-15.88194444,1145,3.32,151.0977778,G. bulloides (C); Cib. spp.,3.21,0.77
ODP982,57.50083333,-15.88194444,1145,3.37,154.6222222,G. bulloides (C); Cib. spp.,3.29,0.8
ODP982,57.50083333,-15.88194444,1145,3.42,158.1466667,G. bulloides (C); Cib. spp.,3.53,0.89
ODP982,57.50083333,-15.88194444,1145,3.47,161.6711111,G. bulloides (C); Cib. spp.,3.41,0.84
ODP982,57.50083333,-15.88194444,1145,3.52,165.1955556,G. bulloides (C); Cib. spp.,3.63,0.98
ODP982,57.50083333,-15.88194444,1145,3.57,168.72,G. bulloides (C); Cib. spp.,3.48,0.84
ODP982,57.50083333,-15.88194444,1145,3.62,172.2444444,G. bulloides (C); Cib. spp.,3.58,0.81
ODP982,57.50083333,-15.88194444,1145,3.67,175.7688889,G. bulloides (C); Cib. spp.,3.22,0.82
ODP982,57.50083333,-15.88194444,1145,3.72,179.2933333,G. bulloides (C); Cib. spp.,3.19,0.77
ODP982,57.50083333,-15.88194444,1145,3.77,182.8177778,G. bulloides (C); Cib. spp.,3.03,0.93
ODP982,57.50083333,-15.88194444,1145,3.82,186.3422222,G. bulloides (C); Cib. spp.,2.63,0.82
ODP982,57.50083333,-15.88194444,1145,3.87,189.8666667,G. bulloides (C); Cib. spp.,2.52,0.71
ODP982,57.50083333,-15.88194444,1145,3.92,193.3911111,G. bulloides (C); Cib. spp.,2.38,0.8
