Core name,Latitude(decimal degrees),Longitude (decimal degrees),Water depth (m),Depth in core (m),"Age (ka), QUEST age model",Planktonic and/or benthic species,d18O (benthic),d13C (benthic)
MD95-2042,37.7998,-10.1665,3146,20.97,79.68867925,C. wuellerstorfi,3.45,0.66
MD95-2042,37.7998,-10.1665,3146,21,79.9245283,C. wuellerstorfi,3.38,0.59
MD95-2042,37.7998,-10.1665,3146,21.03,80.16037736,C. wuellerstorfi,3.31,0.78
MD95-2042,37.7998,-10.1665,3146,21.07,80.47484277,C. wuellerstorfi,3.4,0.63
MD95-2042,37.7998,-10.1665,3146,21.13,80.94654088,C. wuellerstorfi,3.24,0.81
MD95-2042,37.7998,-10.1665,3146,21.17,81.26100629,C. wuellerstorfi,3.29,0.78
MD95-2042,37.7998,-10.1665,3146,21.2,81.49685535,C. wuellerstorfi,3.02,0.79
MD95-2042,37.7998,-10.1665,3146,21.23,81.7327044,C. wuellerstorfi,3.26,0.78
MD95-2042,37.7998,-10.1665,3146,21.27,82.04716981,C. wuellerstorfi,3.41,0.48
MD95-2042,37.7998,-10.1665,3146,21.3,82.28301887,C. wuellerstorfi,3.02,0.53
MD95-2042,37.7998,-10.1665,3146,21.33,82.51886792,C. wuellerstorfi,2.95,0.43
MD95-2042,37.7998,-10.1665,3146,21.37,82.83333333,C. wuellerstorfi,2.99,0.12
MD95-2042,37.7998,-10.1665,3146,21.47,83.61949686,C. wuellerstorfi,3.12,0.28
MD95-2042,37.7998,-10.1665,3146,21.5,83.85534591,C. wuellerstorfi,3.16,0.02
MD95-2042,37.7998,-10.1665,3146,21.73,85.66352201,C. wuellerstorfi,3.42,0.05
MD95-2042,37.7998,-10.1665,3146,21.83,86.44968553,C. wuellerstorfi,3.65,0.45
MD95-2042,37.7998,-10.1665,3146,21.9,87,C. wuellerstorfi,3.73,0.66
MD95-2042,37.7998,-10.1665,3146,21.93,87.29439252,C. wuellerstorfi,3.47,0.6
MD95-2042,37.7998,-10.1665,3146,22.03,88.27570093,C. wuellerstorfi,3.59,0.52
MD95-2042,37.7998,-10.1665,3146,22.07,88.6682243,C. wuellerstorfi,3.43,0.65
MD95-2042,37.7998,-10.1665,3146,22.1,88.96261682,C. wuellerstorfi,3.46,0.88
MD95-2042,37.7998,-10.1665,3146,22.17,89.64953271,C. wuellerstorfi,3.32,0.79
MD95-2042,37.7998,-10.1665,3146,22.2,89.94392523,C. wuellerstorfi,3.32,0.76
MD95-2042,37.7998,-10.1665,3146,22.23,90.23831776,C. wuellerstorfi,3.33,0.71
MD95-2042,37.7998,-10.1665,3146,22.27,90.63084112,C. wuellerstorfi,3.32,0.69
MD95-2042,37.7998,-10.1665,3146,22.3,90.92523364,C. wuellerstorfi,3.32,0.65
MD95-2042,37.7998,-10.1665,3146,22.37,91.61214953,C. wuellerstorfi,3.41,0.79
MD95-2042,37.7998,-10.1665,3146,22.43,92.20093458,C. wuellerstorfi,3.2,0.79
MD95-2042,37.7998,-10.1665,3146,22.5,92.88785047,C. wuellerstorfi,3.35,0.69
MD95-2042,37.7998,-10.1665,3146,22.53,93.18224299,C. wuellerstorfi,3.24,0.83
MD95-2042,37.7998,-10.1665,3146,22.6,93.86915888,C. wuellerstorfi,3.08,0.62
MD95-2042,37.7998,-10.1665,3146,22.67,94.55607477,C. wuellerstorfi,3.11,0.66
MD95-2042,37.7998,-10.1665,3146,22.7,94.85046729,C. wuellerstorfi,3.16,0.57
MD95-2042,37.7998,-10.1665,3146,22.73,95.14485981,C. wuellerstorfi,3.04,0.64
MD95-2042,37.7998,-10.1665,3146,22.77,95.53738318,C. wuellerstorfi,3.24,0.75
MD95-2042,37.7998,-10.1665,3146,22.8,95.8317757,C. wuellerstorfi,3.19,0.77
MD95-2042,37.7998,-10.1665,3146,22.83,96.12616822,C. wuellerstorfi,3.24,0.7
MD95-2042,37.7998,-10.1665,3146,22.9,96.81308411,C. wuellerstorfi,3.2,0.81
MD95-2042,37.7998,-10.1665,3146,22.93,97.10747664,C. wuellerstorfi,3.23,0.81
MD95-2042,37.7998,-10.1665,3146,22.97,97.5,C. wuellerstorfi,3.25,0.57
MD95-2042,37.7998,-10.1665,3146,23,97.79439252,C. wuellerstorfi,3.19,0.71
MD95-2042,37.7998,-10.1665,3146,23.07,98.48130841,C. wuellerstorfi,3.15,0.79
MD95-2042,37.7998,-10.1665,3146,23.1,98.77570093,C. wuellerstorfi,3.06,0.67
MD95-2042,37.7998,-10.1665,3146,23.13,99.07009346,C. wuellerstorfi,3.17,0.74
MD95-2042,37.7998,-10.1665,3146,23.17,99.46261682,C. wuellerstorfi,3.18,0.63
MD95-2042,37.7998,-10.1665,3146,23.2,99.75700935,C. wuellerstorfi,3.22,0.73
MD95-2042,37.7998,-10.1665,3146,23.23,100.0514019,C. wuellerstorfi,3.32,0.7
MD95-2042,37.7998,-10.1665,3146,23.3,100.7383178,C. wuellerstorfi,3.21,0.64
MD95-2042,37.7998,-10.1665,3146,23.33,101.0327103,C. wuellerstorfi,3.23,0.66
MD95-2042,37.7998,-10.1665,3146,23.52,102.8971963,C. wuellerstorfi,3.1,0.34
MD95-2042,37.7998,-10.1665,3146,23.6,103.682243,C. wuellerstorfi,3.55,0.54
MD95-2042,37.7998,-10.1665,3146,23.64,104.0747664,C. wuellerstorfi,3.58,0.47
MD95-2042,37.7998,-10.1665,3146,23.68,104.4672897,C. wuellerstorfi,3.56,0.4
MD95-2042,37.7998,-10.1665,3146,23.7,104.6635514,C. wuellerstorfi,3.26,0.48
MD95-2042,37.7998,-10.1665,3146,23.72,104.8598131,C. wuellerstorfi,3.42,0.53
MD95-2042,37.7998,-10.1665,3146,23.72,104.8598131,C. wuellerstorfi,3.47,0.3
MD95-2042,37.7998,-10.1665,3146,23.76,105.2523364,C. wuellerstorfi,3.35,0.52
MD95-2042,37.7998,-10.1665,3146,23.76,105.2523364,C. wuellerstorfi,3.41,0.6
MD95-2042,37.7998,-10.1665,3146,23.8,105.6448598,C. wuellerstorfi,3.34,0.8
MD95-2042,37.7998,-10.1665,3146,23.84,106.0373832,C. wuellerstorfi,3.36,0.49
MD95-2042,37.7998,-10.1665,3146,23.88,106.4299065,C. wuellerstorfi,3.38,0.32
MD95-2042,37.7998,-10.1665,3146,23.92,106.8224299,C. wuellerstorfi,3.15,0.02
MD95-2042,37.7998,-10.1665,3146,23.96,107.2149533,C. wuellerstorfi,3.58,0.02
MD95-2042,37.7998,-10.1665,3146,24.04,108,C. wuellerstorfi,3.69,0.4
MD95-2042,37.7998,-10.1665,3146,24.04,108,C. wuellerstorfi,3.74,0.33
MD95-2042,37.7998,-10.1665,3146,24.08,108.4157706,C. wuellerstorfi,3.62,0.27
MD95-2042,37.7998,-10.1665,3146,24.08,108.4157706,C. wuellerstorfi,3.58,0.13
MD95-2042,37.7998,-10.1665,3146,24.12,108.8315412,C. wuellerstorfi,3.61,0.28
MD95-2042,37.7998,-10.1665,3146,24.12,108.8315412,C. wuellerstorfi,3.68,0.46
MD95-2042,37.7998,-10.1665,3146,24.16,109.2473118,C. wuellerstorfi,3.5,0.39
MD95-2042,37.7998,-10.1665,3146,24.16,109.2473118,C. wuellerstorfi,3.68,0.36
MD95-2042,37.7998,-10.1665,3146,24.2,109.6630824,C. wuellerstorfi,3.55,0.39
MD95-2042,37.7998,-10.1665,3146,24.24,110.078853,C. wuellerstorfi,3.47,0.35
MD95-2042,37.7998,-10.1665,3146,24.24,110.078853,C. wuellerstorfi,3.56,0.35
MD95-2042,37.7998,-10.1665,3146,24.28,110.4946237,C. wuellerstorfi,3.65,0.22
MD95-2042,37.7998,-10.1665,3146,24.32,110.9103943,C. wuellerstorfi,3.48,0.66
MD95-2042,37.7998,-10.1665,3146,24.36,111.3261649,C. wuellerstorfi,3.34,0.57
MD95-2042,37.7998,-10.1665,3146,24.36,111.3261649,C. wuellerstorfi,3.45,0.44
MD95-2042,37.7998,-10.1665,3146,24.44,112.1577061,C. wuellerstorfi,3.36,0.47
MD95-2042,37.7998,-10.1665,3146,24.44,112.1577061,C. wuellerstorfi,3.38,0.55
MD95-2042,37.7998,-10.1665,3146,24.48,112.5734767,C. wuellerstorfi,3.3,0.49
MD95-2042,37.7998,-10.1665,3146,24.52,112.9892473,C. wuellerstorfi,3.01,0.36
MD95-2042,37.7998,-10.1665,3146,24.52,112.9892473,C. wuellerstorfi,3.36,0.57
MD95-2042,37.7998,-10.1665,3146,24.56,113.4050179,C. wuellerstorfi,3.14,0.56
MD95-2042,37.7998,-10.1665,3146,24.56,113.4050179,C. wuellerstorfi,3.29,0.59
MD95-2042,37.7998,-10.1665,3146,24.6,113.8207885,C. wuellerstorfi,3.17,0.5
MD95-2042,37.7998,-10.1665,3146,24.64,114.2365591,C. wuellerstorfi,3.16,0.63
MD95-2042,37.7998,-10.1665,3146,24.64,114.2365591,C. wuellerstorfi,3.39,0.47
MD95-2042,37.7998,-10.1665,3146,24.68,114.6523297,C. wuellerstorfi,3.05,0.38
MD95-2042,37.7998,-10.1665,3146,24.72,115.0681004,C. wuellerstorfi,3.05,0.51
MD95-2042,37.7998,-10.1665,3146,24.76,115.483871,C. wuellerstorfi,3.05,0.62
MD95-2042,37.7998,-10.1665,3146,24.79,115.7956989,C. wuellerstorfi,3.07,0.64
MD95-2042,37.7998,-10.1665,3146,24.84,116.3154122,C. wuellerstorfi,2.72,0.65
MD95-2042,37.7998,-10.1665,3146,24.88,116.7311828,C. wuellerstorfi,2.81,0.37
MD95-2042,37.7998,-10.1665,3146,24.92,117.1469534,C. wuellerstorfi,2.64,0.78
MD95-2042,37.7998,-10.1665,3146,24.96,117.562724,C. wuellerstorfi,2.7,0.52
MD95-2042,37.7998,-10.1665,3146,25,117.9784946,C. wuellerstorfi,2.58,0.64
MD95-2042,37.7998,-10.1665,3146,25.04,118.3942652,C. wuellerstorfi,2.58,0.69
MD95-2042,37.7998,-10.1665,3146,25.08,118.8100358,C. wuellerstorfi,2.63,0.78
MD95-2042,37.7998,-10.1665,3146,25.12,119.2258065,C. wuellerstorfi,2.61,0.8
MD95-2042,37.7998,-10.1665,3146,25.16,119.6415771,C. wuellerstorfi,2.39,0.85
MD95-2042,37.7998,-10.1665,3146,25.2,120.0573477,C. wuellerstorfi,2.58,0.73
MD95-2042,37.7998,-10.1665,3146,25.24,120.4731183,C. wuellerstorfi,2.5,0.87
MD95-2042,37.7998,-10.1665,3146,25.24,120.4731183,C. wuellerstorfi,2.57,0.73
MD95-2042,37.7998,-10.1665,3146,25.28,120.8888889,C. wuellerstorfi,2.55,0.82
MD95-2042,37.7998,-10.1665,3146,25.32,121.3046595,C. wuellerstorfi,2.47,0.77
MD95-2042,37.7998,-10.1665,3146,25.36,121.7204301,C. wuellerstorfi,2.48,0.67
MD95-2042,37.7998,-10.1665,3146,25.4,122.1362007,C. wuellerstorfi,2.44,0.55
MD95-2042,37.7998,-10.1665,3146,25.44,122.5519713,C. wuellerstorfi,2.34,0.59
MD95-2042,37.7998,-10.1665,3146,25.44,122.5519713,C. wuellerstorfi,2.61,0.74
MD95-2042,37.7998,-10.1665,3146,25.48,122.9677419,C. wuellerstorfi,2.34,0.5
MD95-2042,37.7998,-10.1665,3146,25.48,122.9677419,C. wuellerstorfi,2.54,0.83
MD95-2042,37.7998,-10.1665,3146,25.52,123.3835125,C. wuellerstorfi,2.4,0.55
MD95-2042,37.7998,-10.1665,3146,25.56,123.7992832,C. wuellerstorfi,2.52,0.65
MD95-2042,37.7998,-10.1665,3146,25.6,124.2150538,C. wuellerstorfi,2.28,0.45
MD95-2042,37.7998,-10.1665,3146,25.64,124.6308244,C. wuellerstorfi,2.41,0.24
MD95-2042,37.7998,-10.1665,3146,25.68,125.046595,C. wuellerstorfi,2.59,0.27
MD95-2042,37.7998,-10.1665,3146,25.72,125.4623656,C. wuellerstorfi,2.49,0.16
MD95-2042,37.7998,-10.1665,3146,25.88,127.125448,C. wuellerstorfi,2.95,-0.06
MD95-2042,37.7998,-10.1665,3146,25.92,127.5412186,C. wuellerstorfi,2.83,-0.32
MD95-2042,37.7998,-10.1665,3146,26.2,130.4516129,C. wuellerstorfi,3.29,-0.24
MD95-2042,37.7998,-10.1665,3146,26.24,130.8673835,C. wuellerstorfi,3.17,-0.04
MD95-2042,37.7998,-10.1665,3146,26.28,131.2831541,C. wuellerstorfi,3.38,-0.03
MD95-2042,37.7998,-10.1665,3146,26.32,131.6989247,C. wuellerstorfi,3.26,-0.3
MD95-2042,37.7998,-10.1665,3146,26.36,132.1146953,C. wuellerstorfi,3.61,-0.37
MD95-2042,37.7998,-10.1665,3146,26.4,132.5304659,C. wuellerstorfi,3.74,-0.16
MD95-2042,37.7998,-10.1665,3146,26.44,132.9462366,C. wuellerstorfi,3.8,0.03
MD95-2042,37.7998,-10.1665,3146,26.48,133.3620072,C. wuellerstorfi,3.86,-0.08
MD95-2042,37.7998,-10.1665,3146,26.52,133.7777778,C. wuellerstorfi,3.77,-0.31
MD95-2042,37.7998,-10.1665,3146,26.6,134.609319,C. wuellerstorfi,3.96,-0.33
MD95-2042,37.7998,-10.1665,3146,26.67,135.3369176,C. wuellerstorfi,4.2,-0.23
MD95-2042,37.7998,-10.1665,3146,26.77,136.3763441,C. wuellerstorfi,4.43,0.05
MD95-2042,37.7998,-10.1665,3146,26.8,136.688172,C. wuellerstorfi,4.4,-0.03
MD95-2042,37.7998,-10.1665,3146,26.83,137,C. wuellerstorfi,4.55,0.17
MD95-2042,37.7998,-10.1665,3146,26.87,137.1750842,C. wuellerstorfi,4.32,-0.03
MD95-2042,37.7998,-10.1665,3146,26.9,137.3063973,C. wuellerstorfi,4.24,-0.17
MD95-2042,37.7998,-10.1665,3146,26.93,137.4377104,C. wuellerstorfi,4.21,-0.3
MD95-2042,37.7998,-10.1665,3146,26.97,137.6127946,C. wuellerstorfi,4.24,-0.05
MD95-2042,37.7998,-10.1665,3146,27,137.7441077,C. wuellerstorfi,4.34,-0.13
MD95-2042,37.7998,-10.1665,3146,27.03,137.8754209,C. wuellerstorfi,4.34,-0.1
MD95-2042,37.7998,-10.1665,3146,27.07,138.0505051,C. wuellerstorfi,4.45,-0.04
MD95-2042,37.7998,-10.1665,3146,27.1,138.1818182,C. wuellerstorfi,4.27,-0.26
MD95-2042,37.7998,-10.1665,3146,27.13,138.3131313,C. wuellerstorfi,4.27,-0.14
MD95-2042,37.7998,-10.1665,3146,27.17,138.4882155,C. wuellerstorfi,4.26,-0.27
MD95-2042,37.7998,-10.1665,3146,27.2,138.6195286,C. wuellerstorfi,4.34,-0.04
MD95-2042,37.7998,-10.1665,3146,27.24,138.7946128,C. wuellerstorfi,4.39,-0.14
MD95-2042,37.7998,-10.1665,3146,27.6,140.3703704,C. wuellerstorfi,4.18,-0.18
MD95-2042,37.7998,-10.1665,3146,27.8,141.2457912,C. wuellerstorfi,4.33,-0.18
MD95-2042,37.7998,-10.1665,3146,28,142.1212121,C. wuellerstorfi,4.2,0.15
MD95-2042,37.7998,-10.1665,3146,28.8,145.6228956,C. wuellerstorfi,3.92,-0.33
MD95-2042,37.7998,-10.1665,3146,29,146.4983165,C. wuellerstorfi,4.01,-0.39
MD95-2042,37.7998,-10.1665,3146,29.4,148.2491582,C. wuellerstorfi,3.98,-0.42
MD95-2042,37.7998,-10.1665,3146,29.8,150,C. wuellerstorfi,4.03,-0.55
ODP980,55.485,-14.71527778,2168,0.01,1.04,C. wuellerstorfi,2.63,1.1
ODP980,55.485,-14.71527778,2168,0.06,1.220299252,C. wuellerstorfi,2.73,0.96
ODP980,55.485,-14.71527778,2168,0.21,1.761197007,C. wuellerstorfi,2.25,0.77
ODP980,55.485,-14.71527778,2168,0.24,1.869376559,C. wuellerstorfi,2.7,1.07
ODP980,55.485,-14.71527778,2168,0.26,1.941496259,C. wuellerstorfi,2.72,0.9
ODP980,55.485,-14.71527778,2168,0.29,2.04967581,C. wuellerstorfi,2.64,0.75
ODP980,55.485,-14.71527778,2168,0.31,2.121795511,C. wuellerstorfi,2.6,1.02
ODP980,55.485,-14.71527778,2168,0.36,2.302094763,C. wuellerstorfi,2.45,1.1
ODP980,55.485,-14.71527778,2168,0.39,2.410274314,C. wuellerstorfi,2.78,1.22
ODP980,55.485,-14.71527778,2168,0.41,2.482394015,C. wuellerstorfi,2.31,0.96
ODP980,55.485,-14.71527778,2168,0.46,2.662693267,C. wuellerstorfi,2.47,0.87
ODP980,55.485,-14.71527778,2168,0.49,2.770872818,C. wuellerstorfi,2.53,1.05
ODP980,55.485,-14.71527778,2168,0.51,2.842992519,C. wuellerstorfi,2.63,1.23
ODP980,55.485,-14.71527778,2168,0.61,3.203591022,C. wuellerstorfi,2.39,0.9
ODP980,55.485,-14.71527778,2168,0.66,3.383890274,C. wuellerstorfi,2.5,0.88
ODP980,55.485,-14.71527778,2168,0.74,3.672369077,C. wuellerstorfi,2.39,1.03
ODP980,55.485,-14.71527778,2168,0.76,3.744488778,C. wuellerstorfi,2.4,0.98
ODP980,55.485,-14.71527778,2168,0.81,3.92478803,C. wuellerstorfi,2.45,0.87
ODP980,55.485,-14.71527778,2168,0.86,4.105087282,C. wuellerstorfi,2.59,1.28
ODP980,55.485,-14.71527778,2168,0.96,4.465685786,C. wuellerstorfi,2.52,1.27
ODP980,55.485,-14.71527778,2168,1.01,4.645985037,C. wuellerstorfi,2.5,0.86
ODP980,55.485,-14.71527778,2168,1.06,4.826284289,C. wuellerstorfi,2.6,0.54
ODP980,55.485,-14.71527778,2168,1.16,5.186882793,C. wuellerstorfi,2.56,0.85
ODP980,55.485,-14.71527778,2168,1.19,5.295062344,C. wuellerstorfi,2.56,1.24
ODP980,55.485,-14.71527778,2168,1.24,5.475361596,C. wuellerstorfi,2.48,1.09
ODP980,55.485,-14.71527778,2168,1.26,5.547481297,C. wuellerstorfi,2.52,1.04
ODP980,55.485,-14.71527778,2168,1.29,5.655660848,C. wuellerstorfi,2.73,1.16
ODP980,55.485,-14.71527778,2168,1.36,5.9080798,C. wuellerstorfi,2.66,1.06
ODP980,55.485,-14.71527778,2168,1.41,6.088379052,C. wuellerstorfi,2.45,1.33
ODP980,55.485,-14.71527778,2168,1.46,6.268678304,C. wuellerstorfi,2.69,1.22
ODP980,55.485,-14.71527778,2168,1.51,6.448977556,C. wuellerstorfi,2.7,1.02
ODP980,55.485,-14.71527778,2168,1.56,6.629276808,C. wuellerstorfi,,
ODP980,55.485,-14.71527778,2168,1.66,6.989875312,C. wuellerstorfi,2.69,1.19
ODP980,55.485,-14.71527778,2168,1.69,7.098054863,C. wuellerstorfi,2.56,0.77
ODP980,55.485,-14.71527778,2168,1.71,7.170174564,C. wuellerstorfi,2.53,0.91
ODP980,55.485,-14.71527778,2168,1.76,7.350473815,C. wuellerstorfi,2.53,0.96
ODP980,55.485,-14.71527778,2168,1.79,7.458653367,C. wuellerstorfi,2.7,1.04
ODP980,55.485,-14.71527778,2168,1.86,7.711072319,C. wuellerstorfi,2.63,0.9
ODP980,55.485,-14.71527778,2168,1.91,7.891371571,C. wuellerstorfi,2.6,1.06
ODP980,55.485,-14.71527778,2168,1.94,7.999551122,C. wuellerstorfi,2.69,0.76
ODP980,55.485,-14.71527778,2168,1.96,8.071670823,C. wuellerstorfi,2.79,1.07
ODP980,55.485,-14.71527778,2168,2.06,8.432269327,C. wuellerstorfi,2.69,0.88
ODP980,55.485,-14.71527778,2168,2.11,8.612568579,C. wuellerstorfi,2.76,0.57
ODP980,55.485,-14.71527778,2168,2.16,8.79286783,C. wuellerstorfi,2.7,0.86
ODP980,55.485,-14.71527778,2168,2.46,9.874663342,C. wuellerstorfi,2.78,1
ODP980,55.485,-14.71527778,2168,2.86,11.31705736,C. wuellerstorfi,2.77,1.01
ODP980,55.485,-14.71527778,2168,2.96,11.67765586,C. wuellerstorfi,2.71,0.96
ODP980,55.485,-14.71527778,2168,3.01,11.85795511,C. wuellerstorfi,2.9,0.61
ODP980,55.485,-14.71527778,2168,3.06,12.03825436,C. wuellerstorfi,3.36,0.94
ODP980,55.485,-14.71527778,2168,3.16,12.39885287,C. wuellerstorfi,3.53,0.77
ODP980,55.485,-14.71527778,2168,3.26,12.75945137,C. wuellerstorfi,3.26,0.97
ODP980,55.485,-14.71527778,2168,3.36,13.12004988,C. wuellerstorfi,3.37,0.77
ODP980,55.485,-14.71527778,2168,3.46,13.48064838,C. wuellerstorfi,3.35,0.96
ODP980,55.485,-14.71527778,2168,3.56,13.84124688,C. wuellerstorfi,3.53,0.88
ODP980,55.485,-14.71527778,2168,3.66,14.20184539,C. wuellerstorfi,3.4,0.59
ODP980,55.485,-14.71527778,2168,3.76,14.56244389,C. wuellerstorfi,3.66,0.4
ODP980,55.485,-14.71527778,2168,3.86,14.92304239,C. wuellerstorfi,3.19,0.23
ODP980,55.485,-14.71527778,2168,3.92,15.1394015,C. wuellerstorfi,3.81,0.35
ODP980,55.485,-14.71527778,2168,4.02,15.5,C. wuellerstorfi,3.72,0.36
ODP980,55.485,-14.71527778,2168,4.21,16.77122302,C. wuellerstorfi,4.63,0.8
ODP980,55.485,-14.71527778,2168,4.42,18.17625899,C. wuellerstorfi,4.6,0.85
ODP980,55.485,-14.71527778,2168,4.62,19.51438849,C. wuellerstorfi,4.61,0.82
ODP980,55.485,-14.71527778,2168,4.82,20.85251799,C. wuellerstorfi,,
ODP980,55.485,-14.71527778,2168,5.02,22.19064748,C. wuellerstorfi,4.5,0.89
ODP980,55.485,-14.71527778,2168,5.32,24.19784173,C. wuellerstorfi,4.43,0.82
ODP980,55.485,-14.71527778,2168,5.92,28.21223022,C. wuellerstorfi,4.46,0.74
ODP980,55.485,-14.71527778,2168,6.12,29.55035971,C. wuellerstorfi,4.5,0.63
ODP980,55.485,-14.71527778,2168,6.32,30.88848921,C. wuellerstorfi,4.13,0.99
ODP980,55.485,-14.71527778,2168,6.52,32.22661871,C. wuellerstorfi,4.29,0.76
ODP980,55.485,-14.71527778,2168,6.62,32.89568345,C. wuellerstorfi,3.91,0.66
ODP980,55.485,-14.71527778,2168,6.82,34.23381295,C. wuellerstorfi,,
ODP980,55.485,-14.71527778,2168,7.02,35.57194245,C. wuellerstorfi,4.03,0.93
ODP980,55.485,-14.71527778,2168,7.22,36.91007194,C. wuellerstorfi,4.11,0.84
ODP980,55.485,-14.71527778,2168,7.42,38.24820144,C. wuellerstorfi,4.03,1.04
ODP980,55.485,-14.71527778,2168,7.62,39.58633094,C. wuellerstorfi,4.24,1.08
ODP980,55.485,-14.71527778,2168,7.82,40.92446043,C. wuellerstorfi,4.08,0.84
ODP980,55.485,-14.71527778,2168,8.02,42.26258993,C. wuellerstorfi,3.98,0.78
ODP980,55.485,-14.71527778,2168,8.12,42.93165468,C. wuellerstorfi,3.65,0.59
ODP980,55.485,-14.71527778,2168,8.52,45.60791367,C. wuellerstorfi,4.01,0.93
ODP980,55.485,-14.71527778,2168,8.92,48.28417266,C. wuellerstorfi,4.1,1.08
ODP980,55.485,-14.71527778,2168,9.12,49.62230216,C. wuellerstorfi,3.88,0.8
ODP980,55.485,-14.71527778,2168,9.32,50.96043165,C. wuellerstorfi,,
ODP980,55.485,-14.71527778,2168,9.52,52.29856115,C. wuellerstorfi,3.87,0.89
ODP980,55.485,-14.71527778,2168,9.62,52.9676259,C. wuellerstorfi,3.8,0.94
ODP980,55.485,-14.71527778,2168,9.82,54.3057554,C. wuellerstorfi,4.01,1.1
ODP980,55.485,-14.71527778,2168,10.02,55.64388489,C. wuellerstorfi,3.83,1.11
ODP980,55.485,-14.71527778,2168,10.22,56.98201439,C. wuellerstorfi,3.88,0.91
ODP980,55.485,-14.71527778,2168,10.37,57.98561151,C. wuellerstorfi,3.87,1.1
ODP980,55.485,-14.71527778,2168,10.57,59.32374101,C. wuellerstorfi,3.76,0.91
ODP980,55.485,-14.71527778,2168,10.77,60.6618705,C. wuellerstorfi,3.75,0.9
ODP980,55.485,-14.71527778,2168,10.97,62,C. wuellerstorfi,,
ODP980,55.485,-14.71527778,2168,11.17,64.94117647,C. wuellerstorfi,4.01,0.51
ODP980,55.485,-14.71527778,2168,11.37,67.88235294,C. wuellerstorfi,3.93,0.87
ODP980,55.485,-14.71527778,2168,11.42,68.61764706,C. wuellerstorfi,3.73,0.73
ODP980,55.485,-14.71527778,2168,11.47,69.35294118,C. wuellerstorfi,3.67,0.3
ODP980,55.485,-14.71527778,2168,11.67,72.29411765,C. wuellerstorfi,4.19,0.83
ODP980,55.485,-14.71527778,2168,11.87,75.23529412,C. wuellerstorfi,3.74,1.01
ODP980,55.485,-14.71527778,2168,12.07,78.17647059,C. wuellerstorfi,3.77,0.88
ODP980,55.485,-14.71527778,2168,12.27,81.11764706,C. wuellerstorfi,3.65,1.09
ODP980,55.485,-14.71527778,2168,12.47,84.05882353,C. wuellerstorfi,,
ODP980,55.485,-14.71527778,2168,12.67,87,C. wuellerstorfi,3.44,0.99
ODP980,55.485,-14.71527778,2168,12.82,89.08609272,C. wuellerstorfi,3.34,1.16
ODP980,55.485,-14.71527778,2168,12.92,90.47682119,C. wuellerstorfi,3.31,1.26
ODP980,55.485,-14.71527778,2168,12.97,91.17218543,C. wuellerstorfi,3.26,1.11
ODP980,55.485,-14.71527778,2168,13.07,92.56291391,C. wuellerstorfi,3.23,1.17
ODP980,55.485,-14.71527778,2168,13.27,95.34437086,C. wuellerstorfi,3.18,0.93
ODP980,55.485,-14.71527778,2168,13.37,96.73509934,C. wuellerstorfi,3.9,1.18
ODP980,55.485,-14.71527778,2168,13.57,99.51655629,C. wuellerstorfi,3.51,1.15
ODP980,55.485,-14.71527778,2168,13.77,102.2980132,C. wuellerstorfi,3.76,1.29
ODP980,55.485,-14.71527778,2168,13.97,105.0794702,C. wuellerstorfi,3.66,1.24
ODP980,55.485,-14.71527778,2168,14.14,107.4437086,C. wuellerstorfi,,
ODP980,55.485,-14.71527778,2168,14.18,108,C. wuellerstorfi,3.49,1.21
ODP980,55.485,-14.71527778,2168,14.29,108.7349666,C. wuellerstorfi,3.36,1.2
ODP980,55.485,-14.71527778,2168,14.33,109.0022272,C. wuellerstorfi,3.28,1.14
ODP980,55.485,-14.71527778,2168,14.41,109.5367483,C. wuellerstorfi,3.36,0.98
ODP980,55.485,-14.71527778,2168,14.44,109.7371938,C. wuellerstorfi,3.59,0.88
ODP980,55.485,-14.71527778,2168,14.48,110.0044543,C. wuellerstorfi,3.54,0.92
ODP980,55.485,-14.71527778,2168,14.52,110.2717149,C. wuellerstorfi,3.54,0.95
ODP980,55.485,-14.71527778,2168,14.59,110.7394209,C. wuellerstorfi,3.7,1.01
ODP980,55.485,-14.71527778,2168,14.68,111.3407572,C. wuellerstorfi,3.58,0.9
ODP980,55.485,-14.71527778,2168,14.71,111.5412027,C. wuellerstorfi,,
ODP980,55.485,-14.71527778,2168,14.72,111.6080178,C. wuellerstorfi,3.3,0.76
ODP980,55.485,-14.71527778,2168,14.74,111.7416481,C. wuellerstorfi,3.4,0.92
ODP980,55.485,-14.71527778,2168,14.86,112.5434298,C. wuellerstorfi,3.39,1.02
ODP980,55.485,-14.71527778,2168,14.89,112.7438753,C. wuellerstorfi,3.37,0.91
ODP980,55.485,-14.71527778,2168,14.93,113.0111359,C. wuellerstorfi,3.28,0.99
ODP980,55.485,-14.71527778,2168,15.19,114.7483296,C. wuellerstorfi,3.4,1.03
ODP980,55.485,-14.71527778,2168,15.41,116.2182628,C. wuellerstorfi,3.26,1.03
ODP980,55.485,-14.71527778,2168,15.47,116.6191537,C. wuellerstorfi,3.21,1.1
ODP980,55.485,-14.71527778,2168,15.57,117.2873051,C. wuellerstorfi,3.18,0.92
ODP980,55.485,-14.71527778,2168,15.61,117.5545657,C. wuellerstorfi,2.57,0.74
ODP980,55.485,-14.71527778,2168,15.64,117.7550111,C. wuellerstorfi,2.93,0.89
